Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Species,outlier
2022.0,0.0,australia,new south ales,swimming,1.0,15.0,lower leg.h bitten,0.0,unknown,1
2022.0,0.0,usa,florida,jumped into water,1.0,24.0,laceration to leg,0.0,unknown,1
2022.0,0.0,australia,western australia,swimming,0.0,24.0,minor injury,0.0,unknown,1
2022.0,0.0,usa,florida,standing,1.0,24.0,bite near big toe,0.0,4' shark,1
2022.0,0.0,australia,queensland,fihing,1.0,24.0,lacerations to left thigh,0.0,"tiger shark, 3 m",1
2021.0,0.0,usa,florida,surfing,1.0,41.0,left ankle and foot bitten,0.0,bull shark,1
2021.0,0.0,usa,florida,boggie boarding,1.0,54.0,right leg bitten,0.0,unknown,1
2021.0,0.0,australia,queensland,fishing,1.0,24.0,superficial wound       provoked incident,0.0,"bull shark, 80cm",1
2019.0,2.0,usa,florida,boogie boarding,0.0,10.0,"minor lacerations to left knee, left hand and right thigh",0.0,unknown,1
2018.0,0.0,bahamas,exumas,swimming,1.0,8.0,arc of shallow lacerations to back,0.0,nurse shark,1
2018.0,0.0,usa,massachusetts,boogie boarding,1.0,26.0,fatal,1.0,white shark,1
2018.0,0.0,bahamas,unknown,swimming,1.0,12.0,"2 puncture wounds to left foot, abrasion to right foot",0.0,bull shark,1
2018.0,0.0,australia,victoria,fishing,1.0,34.0,"shark rammed kayak, no injury to occupant  provoked incident",0.0,unknown,1
2017.0,0.0,australia,western australia,surfing,1.0,24.0,"minor injury, grazed by shark",0.0,unknown,1
2017.0,0.0,australia,victoria,surfing,0.0,24.0,"no injury, knocked off board",0.0,seven-gill shark,1
2017.0,0.0,australia,western australia,surfing,0.0,17.0,fatal,1.0,white shark,1
2017.0,0.0,usa,florida,surfing,1.0,58.0,minor injury to left foot,0.0,unknown,1
2016.0,0.0,usa,florida,surfing,1.0,36.0,lacerations to hands,0.0,unknown,1
2016.0,0.0,usa,florida,surfing,1.0,37.0,minor injury to ankle,0.0,unknown,1
2016.0,1.0,south africa,kwazulu-natal,fishing,1.0,24.0,"no injury, shark capsized kayak",0.0,unknown,1
2015.0,0.0,usa,florida,surfing,1.0,24.0,right heel injured,0.0,unknown,1
2015.0,0.0,usa,florida,surfing,1.0,21.0,lacerations to left hand,0.0,5' shark,1
2015.0,0.0,usa,hawaii,spearfishing,1.0,27.0,severe laceration to left leg,0.0,"tiger shark, 13'",1
2015.0,0.0,usa,south carolina,playing in the water,1.0,12.0,shallow lacerations & puncture to lateral left leg,0.0,4' to 5' shark,1
2015.0,1.0,south africa,eastern cape province,kayak fishing,1.0,36.0,no injury but kayak bitten,0.0,"white shark, 4 m",1
2015.0,0.0,australia,new south wales,surfing,1.0,24.0,"no injury, surfboard dented",0.0,unknown,1
2014.0,0.0,australia,new south wales,surfing,1.0,24.0,minor injury to lower leg and foot,0.0,unknown,1
2014.0,0.0,usa,florida,fishing,0.0,40.0,thigh bitten,0.0,unknown,1
2014.0,0.0,australia,new south wales,swimming,1.0,24.0,minor lacerations to foot,0.0,wobbegong shark,1
2013.0,0.0,australia,western australia,diving for abalone,1.0,55.0,"injuries to torso, head and face",0.0,white shark,1
2013.0,0.0,usa,florida,surfing,1.0,50.0,lacerations to hand,0.0,unknown,1
2012.0,0.0,usa,california,windsurfing,1.0,42.0,"no ijnury to boardrider, shark struck board breaking the mast",0.0,unknown,1
2012.0,0.0,usa,florida,surfing,1.0,22.0,left foot bitten,0.0,4' shark,1
2012.0,0.0,usa,florida,surfing,1.0,32.0,puncture wounds to hand,0.0,unknown,1
2012.0,0.0,usa,hawaii,surfing,1.0,44.0,left foot bitten,0.0,unknown,1
2012.0,0.0,usa,florida,swimming,1.0,6.0,thigh bitten,0.0,possibly a bull shark,1
2012.0,1.0,usa,california,kayaking / fishing,1.0,30.0,"no injury, kayaker fell in the water when kayak bitten by a shark",0.0,white shark,1
2012.0,0.0,australia,western australia,scuba diving,1.0,33.0,fatal,1.0,"white shark, 4m",1
2012.0,0.0,usa,florida,surfing,1.0,21.0,minor lacerations to foot,0.0,unknown,1
2011.0,1.0,usa,puerto rico,surfing,1.0,27.0,lacerations to lower right leg,0.0,no shark involvement,1
2011.0,1.0,united arab emirates (uae),umm al qaywayan province,fishing,1.0,43.0,"erroneously reported on several internet sites as a shark attack, it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",0.0,invalid,1
2011.0,0.0,new caledonia,loyalty islands,spearfishing,1.0,21.0,lacerations to left forearm,0.0,1.5 m shark,1
2010.0,1.0,usa,california,kayaking,1.0,24.0,"no injury, kayak bitten",0.0,"white shark, 15'",1
2010.0,0.0,usa,florida,surfing,1.0,55.0,minor lacerations to right foot,0.0,a small spinner shark,1
2009.0,0.0,united kingdom,devon,fishing,1.0,39.0,injury to forearm from shark's spine provoked incident,0.0,spurdog,1
2009.0,0.0,somalia,unknown,fishing,1.0,24.0,arm bitten provoked incident,0.0,unknown,1
2009.0,0.0,usa,california,surfing,1.0,24.0,no injury,0.0,4' shark,1
2009.0,0.0,usa,florida,swimming,1.0,24.0,right foot bitten,0.0,5' to 8' shark,1
2009.0,0.0,usa,california,spearfishing,1.0,24.0,shark struck him but the diver was not injured,0.0,"white shark, 12' to 15' female",1
2009.0,0.0,australia,new south wales,surfing,1.0,33.0,severe injury to hand,0.0,"white shark, 2.5m",1
2009.0,0.0,australia,new south wales,surfing,1.0,24.0,"no injury, flung from surfboard by the shark",0.0,unknown,1
2008.0,0.0,new zealand,north island,fishing,1.0,24.0,lacerations to left calf and ankle,0.0,bronze whaler shark?,1
2008.0,1.0,united kingdom,sussex,rowing an inflatable dinghy,1.0,16.0,shark leapt into & damaged the dinghy but no injury to occupants,0.0,"starry smoothhound shark, 1m",1
2008.0,0.0,mexico,guerro,surfing,1.0,21.0,fatal,1.0,2 m shark,1
2008.0,0.0,south africa,kwazulu-natal,surf-skiing,1.0,42.0,"no injury to surf-skiier, shark holed ski",0.0,"blacktip shark, 2m",1
2007.0,0.0,usa,california,surfing,0.0,24.0,"no injury to surfer, surfboard bitten",0.0,white shark,1
2007.0,0.0,usa,hawaii,snorkeling,1.0,36.0,left calf severely bitten,0.0,unknown,1
2007.0,0.0,usa,florida,playing on a sandbar,1.0,7.0,lacerations & puncture wounds to right calf,0.0,unknown,1
2006.0,0.0,usa,oregon,surfing,1.0,22.0,"no injury, surfboard bitten",0.0,"white shark, 16'",1
2006.0,0.0,usa,south carolina,swimming,0.0,21.0,ankle & foot bitten,0.0,unknown,1
2006.0,0.0,south africa,western cape province,diving for crayfish,1.0,49.0,lacerations to little finger,0.0,said to involve a 1.5 m shark,1
2005.0,0.0,australia,queensland,spearfishing,1.0,24.0,severe injury to lower leg,0.0,blacktip shark,1
2005.0,0.0,brazil,bahia,surfing,1.0,12.0,right thigh & ankle injured,0.0,unknown,1
2004.0,0.0,usa,california,surfing,1.0,44.0,no injury,0.0,2.4 m to 3.7 m [8' to 12'] shark,1
2004.0,0.0,usa,florida,swimming,1.0,61.0,minor lacerations & abrasions on forearm,0.0,unknown,1
2003.0,0.0,usa,california,"swimming, wearing black wetsuit & swim fins",0.0,50.0,"fatal          hip & upper thigh bitten, femoral artery severed",1.0,4.5 m to 5.5 m [15' to 18'] white shark,1
2002.0,0.0,usa,north carolina,swimming,0.0,15.0,calf bitten,0.0,"bull shark, 1.8 m to 2.1 m [6' to 7']",1
2002.0,0.0,brazil,pernambuco,swimming,0.0,24.0,fatal,1.0,unknown,1
2001.0,0.0,usa,florida,surfing,1.0,17.0,foot lacerated,0.0,a small shark,1
2001.0,0.0,usa,south carolina,unknown,0.0,24.0,toe bitten,0.0,unknown,1
2000.0,0.0,australia,new south wales,fell onto dead shark,1.0,12.0,foot lacerated from toe to heel when he tripped on shark during fishing competition provoked incident,0.0,100-kg [221-lb] dead blue shark,1
2000.0,0.0,south africa,western cape province,free diving,1.0,48.0,swim fin bitten,0.0,"white shark, 3.5 m [11.5']  male",1
2000.0,0.0,australia,queensland,swimming,1.0,26.0,left calf bitten,0.0,2.5 m shark,1
1999.0,0.0,usa,hawaii,"surfing, lying on surfboard",1.0,16.0,right arm bitten,0.0,"tiger shark, 1.8 m to 2.4 m [6' to 8']",1
1999.0,0.0,brazil,rio grande de norte,scientific research (dr. sonny gruber's student),1.0,24.0,grabbed small shark & it bit him  provoked incident,0.0,unknown,1
1999.0,0.0,south africa,eastern cape province,paddle skiing,1.0,24.0,"no injury, ski bitten",0.0,"white shark, 4 m [13']",1
1999.0,0.0,reunion,saint-leu,spearfishing,0.0,24.0,fatal,1.0,bull shark,1
1998.0,0.0,south africa,eastern cape province,surfing,1.0,18.0,leg bitten,0.0,possibly a white shark,1
1998.0,0.0,south africa,western cape province,wading,1.0,47.0,right leg bitten,0.0,"raggedtooth shark, 1.2 m [4']",1
1997.0,0.0,usa,florida,swimming,1.0,32.0,thigh bitten,0.0,unknown,1
1997.0,0.0,egypt,red sea,fishing,1.0,17.0,seriously injured,0.0,unknown,1
1997.0,0.0,brazil,pernambuco,surfing,1.0,24.0,survived,0.0,unknown,1
1996.0,0.0,australia,queensland,swimming,0.0,13.0,lacerations to left calf,0.0,bronze whaler shark,1
1995.0,0.0,usa,florida,surfing,1.0,39.0,right arm injured,0.0,1.2 m to 1.5 m [4' to 5']   shark,1
1995.0,0.0,usa,north carolina,swimming,1.0,23.0,right foot bitten,0.0,sand shark,1
1995.0,0.0,usa,florida,standing,1.0,18.0,2-inch laceration to lower right leg,0.0,unknown,1
1995.0,0.0,hong kong,new territories,diving,0.0,44.0,"fatal, right leg severed, left leg lacerated",1.0,unknown,1
1995.0,0.0,australia,new south wales,diving,1.0,24.0,"no injury, shark took swimfin",0.0,wobbegong shark,1
1994.0,0.0,usa,hawaii,"surfing, paddling seawards",0.0,34.0,right thigh & board bitten,0.0,2.7 m [9'] shark,1
1994.0,0.0,usa,florida,surfing,1.0,22.0,right knee lacerated,0.0,>1.8 m [6'] shark,1
1994.0,0.0,south africa,eastern cape province,surfing,1.0,15.0,leg bitten,0.0,3 m [10'] white shark,1
1993.0,1.0,usa,california,kayaking,0.0,34.0,"no injury, kayak holed",0.0,>6 m [20'] white shark,1
1993.0,0.0,bahamas,walkers cay,spearfishing,1.0,51.0,leg bitten,0.0,1.8 m [6'] blacktip shark or caribbean reef shark,1
1993.0,0.0,usa,california,free diving & spearfishing (ascending),1.0,55.0,"no injury, swim fin bitten",0.0,white shark,1
1991.0,0.0,usa,maryland,diving,0.0,24.0,minor injury by captive shark provoked incident,0.0,7' female shark,1
1989.0,0.0,usa,texas,surfing,1.0,12.0,foot & leg bitten,0.0,4' shark,1
1989.0,0.0,usa,florida,swimming,1.0,21.0,3 wounds on left hand,0.0,1.2 m [4'] shark,1
1989.0,0.0,usa,washington,surfing (lying prone on his board),1.0,24.0,forearm bitten,0.0,white shark,1
1988.0,0.0,usa,florida,surfing,1.0,30.0,left leg lacerated,0.0,1.2 m to 1.5 m [4' to 5'] shark,1
1987.0,0.0,usa,florida,surfing,1.0,27.0,right foot & ankle lacerated,0.0,3' to 4' shark,1
1987.0,0.0,usa,texas,wading,0.0,16.0,puncture wounds to right foot,0.0,4' shark,1
1986.0,1.0,usa,florida,unknown,0.0,24.0,human hand recovered from 1.5 m [5'] blacktip shark's stomach,0.0,shark involvement prior to death was not confirmed,1
1986.0,0.0,australia,new south wales,scuba diving,0.0,24.0,survived,0.0,wobbegong shark,1
1985.0,1.0,south africa,kwazulu-natal,swimming,1.0,21.0,probable drowning / scavenging,0.0,shark involvement prior to death was not confirmed,1
1984.0,0.0,south africa,kwazulu-natal,spearfishing,1.0,24.0,"no injury, shark hit swim fin",0.0,raggedtooth shark,1
1984.0,1.0,south africa,eastern cape province,rowing,1.0,24.0,"no injury to occupant, shark seized oar and disappeared with it.",0.0,2.5 m [8.25'] shark,1
1983.0,0.0,usa,florida,surfing,1.0,16.0,puncture marks in leg & surfboard dinged,0.0,1.5 m [5'] shark,1
1983.0,0.0,bahamas,abaco islands,spearfishing,1.0,15.0,fatal,1.0,unknown,1
1983.0,0.0,usa,florida,surfing,1.0,24.0,no details,0.0,unknown,1
1983.0,1.0,south africa,kwazulu-natal,unknown,1.0,24.0,fatal,0.0,shark involvement prior to death was not confirmed,1
1982.0,0.0,usa,florida,swimming,0.0,19.0,laceration to left leg,0.0,unknown,1
1982.0,0.0,usa,south carolina,swimming,1.0,20.0,left arm bitten,0.0,5' shark,1
1981.0,0.0,australia,queensland,unknown,0.0,24.0,abdomen lacerated,0.0,unknown,1
1981.0,0.0,usa,florida,free diving,1.0,32.0,massive tissue damage of left arm,0.0,unknown,1
1981.0,1.0,bermuda,unknown,foundering of the israeli freighter mezada,0.0,24.0,next day 2 bodies recovered from sharks,0.0,unknown,1
1980.0,0.0,australia,western australia,swimming,1.0,24.0,"right shoulder bitten, puncture wounds on chest & lacerations on his back",0.0,unknown,1
1978.0,1.0,usa,south carolina,"explosion destroyed 28' boat, survivors in the water",1.0,39.0,"no injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",0.0,unknown,1
1974.0,1.0,usa,florida,adrift after the sinking of the motor yacht princess dianne,1.0,10.0,arm bitten fatal,1.0,3.7 m [12'] sharks,1
1973.0,0.0,australia,western australia,unknown,0.0,24.0,survived,0.0,unknown,1
1972.0,0.0,pacific ocean,unknown,fishing,1.0,33.0,arm bitten by hooked shark provoked incident,0.0,unknown,1
1969.0,0.0,dominican republic,unknown,surfing,1.0,18.0,unknown,0.0,unknown,1
1969.0,0.0,australia,victoria,unknown,1.0,24.0,minor injury,0.0,carpet shark,1
1968.0,1.0,philippines,moro gulf,sinking of the ferryboat dumaguete,0.0,24.0,survived,0.0,unknown,1
1968.0,0.0,french polynesia,society islands,swimming,1.0,12.0,finger severed,0.0,unknown,1
1968.0,0.0,usa,florida,surfing,1.0,20.0,foot lacerated,0.0,unknown,1
1967.0,1.0,south africa,western cape province,fishing for rock lobster,0.0,24.0,"holed & sank boat, 1 man flung into water but ignored by the shark",0.0,white shark or thresher shark,1
1966.0,0.0,papua new guinea,new ireland province,swimming,0.0,13.0,fatal,1.0,3.7 m [12'] shark,1
1966.0,1.0,south africa,kwazulu-natal,netting sharks,1.0,24.0,"no attack, no injury to occupant: a 400-lb grey shark bit nets in the water",0.0,invalid,1
1965.0,0.0,papua new guinea,near bougainville (north solomons),spearfishing,1.0,24.0,minor injury,0.0,unknown,1
1965.0,0.0,usa,florida,unknown,1.0,49.0,"thighs abraded, puncture wounds in dorsal surface of left hand",0.0,bull shark,1
1965.0,0.0,usa,california,surfing,1.0,24.0,puncture wounds to foot when he stepped on a shark    provoked incident,0.0,unknown,1
1964.0,0.0,mexico,guerrero,floating on his back in an inner tube,1.0,19.0,right thigh bitten,0.0,1.8 to 2.4 m [6' to 8'] shark,1
1964.0,0.0,papua new guinea,madang province,fishing,1.0,24.0,fatal,1.0,unknown,1
1964.0,1.0,south africa,western cape province,shark watching,0.0,24.0,"no injury to occupants, shark holed  boat",0.0,"white shark, 3.6 m [11'9]",1
1964.0,0.0,usa,california,spearfishing / scuba diving (at surface),1.0,21.0,leg & thigh bitten,0.0,white shark (tooth fragment recovered),1
1964.0,0.0,fiji,"lomaloma, lau",swimming,0.0,20.0,deep lacerations to her right thigh,0.0,unknown,1
1963.0,0.0,south africa,kwazulu-natal,swimming,1.0,24.0,"lower leg bitten & foot severed, leg surgically amputated below knee",0.0,1.8 m [6']  shark,1
1962.0,0.0,new zealand,north island,spearfishing,1.0,44.0,shark struck him on shoulder injuring skin under suit,0.0,unknown,1
1961.0,0.0,italy,adriatic sea,spearfishing,1.0,21.0,foot bitten,0.0,"white shark, 4.5 m",1
1961.0,0.0,australia,new south wales,"checking fish traps, fell into the water",1.0,40.0,tiny cuts & bruises on neck,0.0,gummy shark (rhizoprionodon or loxodon) 1.2 m [4'],1
1960.0,1.0,usa,california,"testing classified underwater electronic gear for raytheon corporation, vessel torn apart by explosion",1.0,24.0,"legs & arms bitten, coroner unable to determine if injuries occurred before death.",0.0,shark involvement prior to death was not confirmed,1
1960.0,0.0,australia,tasmania,"wading, fishing for flounder",1.0,24.0,"no injury, robertson knocked over & hasler brushed by a shark",0.0,two 2.1 m [7'] sharks,1
1959.0,1.0,usa,california,unknown,0.0,21.0,no injury to occupant,0.0,"hammerhead shark, 2.4 m [8']",1
1959.0,0.0,mexico,guyamas,swimming ashore from capsized boat,1.0,24.0,fatal,1.0,unknown,1
1959.0,0.0,south africa,kwazulu-natal,treading water,1.0,14.0,leg severed below knee,0.0,1.8 to 2.1 m [6' to 7'] shark,1
1959.0,0.0,australia,queensland,"surfing, but treading water",1.0,17.0,right foot & toe bitten,0.0,1.8 m [6'] shark,1
1958.0,0.0,bahamas,abaco islands,"spearfishing, had fish on his spear",1.0,36.0,"no injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun",0.0,"tiger shark, <2 m tl",1
1958.0,0.0,usa,florida,"swimming, towing the shark",1.0,24.0,thigh bitten provoked incident,0.0,"nurse shark, 1.1 m [3.5']",1
1958.0,1.0,south africa,kwazulu-natal,spearfishing,1.0,24.0,injuries not caused by sharks,0.0,invalid,1
1958.0,0.0,tonga,vava'u,spearfishing,1.0,24.0,calf avulsed by shark he was holding by the tail provoked incident,0.0,<1 m shark,1
1957.0,0.0,australia,western australia,unknown,1.0,24.0,man landed at cape levêque lighthouse in critical condition after being bitten by a shark. not known if he survived.,0.0,unknown,1
1957.0,0.0,fiji,kadavu,fishing,1.0,30.0,right foot lacerated,0.0,unknown,1
1956.0,0.0,mayotte,mozambique channel,fishing,1.0,24.0,fatal,1.0,tiger shark,1
1955.0,1.0,australia,tasmania,ocean racing,0.0,24.0,"no injury to occupants, shark gouged hull",0.0,unknown,1
1955.0,0.0,australia,new south wales,swimming,1.0,25.0,"fatal, legs bitten",1.0,3.6 m  white shark  (or bronze whaler),1
1954.0,1.0,italy,venice province,fishing trawler flavio gioia,1.0,24.0,no injury to occupants. shark tore nets & trawl and struck boat repeatedly,0.0,5m shark,1
1954.0,0.0,mexico,baja california,free diving,1.0,24.0,fatal,1.0,unknown,1
1953.0,0.0,australia,new south wales,spearfishing,1.0,25.0,"shark tore off face mask, diver’s face, nose & chin lacerated",0.0,wobbegong shark,1
1951.0,0.0,columbia,caribbean sea,bathing,0.0,24.0,fatal,1.0,unknown,1
1949.0,0.0,australia,tasmania,swimming near shore,1.0,18.0,hip lacerated,0.0,unknown,1
1949.0,0.0,papua new guinea,new ireland province,unknown,1.0,24.0,hand & shoulder bitten,0.0,unknown,1
1947.0,0.0,australia,new south wales,swimming,1.0,12.0,"fatal, leg severed at knee",1.0,unknown,1
1945.0,0.0,panama,colon province,bathing with her mother,0.0,24.0,foot bitten,0.0,unknown,1
1944.0,1.0,philippines,300 miles east of luzon,swimming near life raft,1.0,19.0,arm bitten,0.0,9' shark,1
1944.0,0.0,south africa,western cape province,treading water,1.0,24.0,foot & ankle lacerated,0.0,2.1 m [7'] shark,1
1942.0,1.0,solomon islands,unknown,unknown,1.0,24.0,fatal,1.0,unknown,1
1942.0,0.0,australia,new south wales,swimming,0.0,28.0,"fatal, bitten in two",1.0,"bull shark, 4 m [13']",1
1938.0,0.0,iraq,basrah city,"swimming, naked",1.0,24.0,"arm severed, but survived. note: some weeks later he was swimming at the same spot when a shark severed his right foot.",0.0,bull shark,1
1937.0,0.0,australia,new south wales,swimming near jetty,1.0,16.0,tooth imprints on torso,0.0,2.4 m [8'] shark,1
1937.0,0.0,usa,texas,swimming,1.0,14.0,fatal,1.0,unknown,1
1936.0,1.0,australia,northern territory,rowing,0.0,24.0,"no injury to occupants, shark almost wrenched oar from aborigine",0.0,unknown,1
1936.0,0.0,australia,new south wales,paddleskiing,1.0,24.0,"he tried to hit shark with paddle, shark bumped  ski  provoked incident",0.0,2.3 m [7'] shark,1
