Year,Type,Country,Area,Activity,Age,Injury,Fatal (Y/N),Time,outlier
2018.0,0.0,AUSTRALIA,Victoria,Fishing,34.0,"Shark rammed kayak, no injury to occupant  PROVOKED INCIDENT",0.0,22.0,1
2017.0,0.0,AUSTRALIA,Western Australia,Surfing,24.0,"Minor injury, grazed by shark",0.0,11.0,1
2017.0,0.0,AUSTRALIA,Victoria,Surfing,24.0,"No injury, knocked off board",0.0,15.0,1
2017.0,0.0,AUSTRALIA,Western Australia,Surfing,17.0,FATAL,1.0,16.0,1
2017.0,0.0,USA,Florida,Surfing,58.0,Minor injury to left foot,0.0,10.0,1
2016.0,0.0,USA,Florida,Surfing,36.0,Lacerations to hands,0.0,11.0,1
2016.0,0.0,USA,Florida,Surfing,37.0,Minor injury to ankle,0.0,14.0,1
2016.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Fishing,24.0,"No injury, shark capsized kayak",0.0,14.0,1
2015.0,0.0,USA,Florida,Surfing,24.0,Right heel injured,0.0,15.0,1
2015.0,0.0,USA,Florida,Surfing,21.0,Lacerations to left hand,0.0,14.0,1
2015.0,0.0,USA,Hawaii,Spearfishing,27.0,Severe laceration to left leg,0.0,15.0,1
2015.0,0.0,USA,South Carolina,Playing in the water,12.0,Shallow lacerations & puncture to lateral left leg,0.0,18.0,1
2015.0,1.0,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,36.0,No injury but kayak bitten,0.0,14.0,1
2015.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,"No injury, surfboard dented",0.0,14.0,1
2014.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,Minor injury to lower leg and foot,0.0,6.0,-1
2014.0,0.0,USA,Florida,Fishing,40.0,Thigh bitten,0.0,15.0,1
2014.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,Minor lacerations to foot,0.0,18.0,1
2013.0,0.0,AUSTRALIA,Western Australia,Diving for Abalone,55.0,"Injuries to torso, head and face",0.0,10.0,1
2013.0,0.0,USA,Florida,Surfing,50.0,Lacerations to hand,0.0,10.0,1
2012.0,0.0,USA,California,Windsurfing,42.0,"No ijnury to boardrider, shark struck board breaking the mast",0.0,18.0,1
2012.0,0.0,USA,Florida,Surfing,22.0,Left foot bitten,0.0,15.0,1
2012.0,0.0,USA,Florida,Surfing,32.0,Puncture wounds to hand,0.0,7.0,1
2012.0,0.0,USA,Hawaii,Surfing,44.0,Left foot bitten,0.0,16.0,1
2012.0,0.0,USA,Florida,Swimming,6.0,Thigh bitten,0.0,19.0,1
2012.0,1.0,USA,California,Kayaking / Fishing,30.0,"No injury, kayaker fell in the water when kayak bitten by a shark",0.0,14.0,1
2012.0,0.0,AUSTRALIA,Western Australia,Scuba diving,33.0,FATAL,1.0,9.0,1
2012.0,0.0,USA,Florida,Surfing,21.0,Minor lacerations to foot,0.0,14.0,1
2011.0,1.0,USA,Puerto Rico,Surfing,27.0,Lacerations to lower right leg,0.0,9.0,1
2011.0,1.0,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Fishing,43.0,"Erroneously reported on several internet sites as a shark attack, it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",0.0,14.0,1
2011.0,0.0,NEW CALEDONIA,Loyalty Islands,Spearfishing,21.0,Lacerations to left forearm,0.0,15.0,1
2010.0,1.0,USA,California,Kayaking,24.0,"No injury, kayak bitten",0.0,12.0,1
2010.0,0.0,USA,Florida,Surfing,55.0,Minor lacerations to right foot,0.0,14.0,1
2009.0,0.0,UNITED KINGDOM,Devon,Fishing,39.0,Injury to forearm from shark's spine PROVOKED INCIDENT,0.0,12.0,1
2009.0,0.0,SOMALIA,,Fishing,24.0,Arm bitten PROVOKED INCIDENT,0.0,14.0,1
2009.0,0.0,USA,California,Surfing,24.0,No injury,0.0,18.0,1
2009.0,0.0,USA,Florida,Swimming,24.0,Right foot bitten,0.0,20.0,1
2009.0,0.0,USA,California,Spearfishing,24.0,Shark struck him but the diver was not injured,0.0,7.0,1
2009.0,0.0,AUSTRALIA,New South Wales,Surfing,33.0,Severe injury to hand,0.0,19.0,1
2009.0,0.0,AUSTRALIA,New South Wales,Surfing,24.0,"No injury, flung from surfboard by the shark",0.0,7.0,1
2008.0,0.0,NEW ZEALAND,North Island,Fishing,24.0,Lacerations to left calf and ankle,0.0,14.0,1
2008.0,1.0,UNITED KINGDOM,Sussex,Rowing an inflatable dinghy,16.0,Shark leapt into & damaged the dinghy but no injury to occupants,0.0,14.0,1
2008.0,0.0,MEXICO,Guerro,Surfing,21.0,FATAL,1.0,14.0,1
2008.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,42.0,"No injury to surf-skiier, shark holed ski",0.0,14.0,1
2007.0,0.0,USA,California,Surfing,24.0,"No injury to surfer, surfboard bitten",0.0,8.0,1
2007.0,0.0,USA,Hawaii,Snorkeling,36.0,Left calf severely bitten,0.0,15.0,1
2007.0,0.0,USA,Florida,Playing on a sandbar,7.0,Lacerations & puncture wounds to right calf,0.0,13.0,1
2006.0,0.0,USA,Oregon,Surfing,22.0,"No injury, surfboard bitten",0.0,14.0,1
2006.0,0.0,USA,South Carolina,Swimming,21.0,Ankle & foot bitten,0.0,13.0,1
2006.0,0.0,SOUTH AFRICA,Western Cape Province,Diving for crayfish,49.0,Lacerations to little finger,0.0,14.0,1
2005.0,0.0,AUSTRALIA,Queensland,Spearfishing,24.0,Severe injury to lower leg,0.0,14.0,1
2005.0,0.0,BRAZIL,Bahia,Surfing,12.0,Right thigh & ankle injured,0.0,14.0,1
2004.0,0.0,USA,California,Surfing,44.0,No injury,0.0,11.0,1
2004.0,0.0,USA,Florida,Swimming,61.0,Minor lacerations & abrasions on forearm,0.0,8.0,1
2003.0,0.0,USA,California,"Swimming, wearing black wetsuit & swim fins",50.0,"FATAL          Hip & upper thigh bitten, femoral artery severed",1.0,8.0,1
2002.0,0.0,USA,North Carolina,Swimming,15.0,Calf bitten,0.0,17.0,1
2002.0,0.0,BRAZIL,Pernambuco,Swimming,24.0,FATAL,1.0,14.0,1
2001.0,0.0,USA,Florida,Surfing,17.0,Foot lacerated,0.0,16.0,1
2001.0,0.0,USA,South Carolina,,24.0,Toe bitten,0.0,14.0,1
2000.0,0.0,AUSTRALIA,New South Wales,Fell onto dead shark,12.0,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,0.0,14.0,1
2000.0,0.0,SOUTH AFRICA,Western Cape Province,Free diving,48.0,Swim fin bitten,0.0,11.0,1
2000.0,0.0,AUSTRALIA,Queensland,Swimming,26.0,Left calf bitten,0.0,14.0,1
1999.0,0.0,USA,Hawaii,"Surfing, lying on surfboard",16.0,Right arm bitten,0.0,18.0,1
1999.0,0.0,BRAZIL,Rio Grande de Norte,Scientific research (Dr. Sonny Gruber's student),24.0,Grabbed small shark & it bit him  PROVOKED INCIDENT,0.0,14.0,1
1999.0,0.0,SOUTH AFRICA,Eastern Cape Province,Paddle Skiing,24.0,"No Injury, ski bitten",0.0,14.0,1
1999.0,0.0,REUNION,Saint-Leu,Spearfishing,24.0,FATAL,1.0,14.0,1
1998.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,18.0,Leg bitten,0.0,17.0,1
1998.0,0.0,SOUTH AFRICA,Western Cape Province,Wading,47.0,Right leg bitten,0.0,14.0,1
1997.0,0.0,USA,Florida,Swimming,32.0,Thigh bitten,0.0,9.0,1
1997.0,0.0,EGYPT,Red Sea,Fishing,17.0,Seriously injured,0.0,14.0,1
1997.0,0.0,BRAZIL,Pernambuco,Surfing,24.0,Survived,0.0,14.0,1
1996.0,0.0,AUSTRALIA,Queensland,Swimming,13.0,Lacerations to left calf,0.0,14.0,1
1995.0,0.0,USA,Florida,Surfing,39.0,Right arm injured,0.0,11.0,1
1995.0,0.0,USA,North Carolina,Swimming,23.0,Right foot bitten,0.0,15.0,1
1995.0,0.0,USA,Florida,Standing,18.0,2-inch laceration to lower right leg,0.0,13.0,1
1995.0,0.0,HONG KONG,New Territories,Diving,44.0,"FATAL, right leg severed, left leg lacerated",1.0,14.0,1
1995.0,0.0,AUSTRALIA,New South Wales,Diving,24.0,"No injury, shark took swimfin",0.0,14.0,1
1994.0,0.0,USA,Hawaii,"Surfing, paddling seawards",34.0,Right thigh & board bitten,0.0,9.0,1
1994.0,0.0,USA,Florida,Surfing,22.0,Right knee lacerated,0.0,8.0,1
1994.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,15.0,Leg bitten,0.0,16.0,1
1993.0,1.0,USA,California,Kayaking,34.0,"No Injury, Kayak holed",0.0,14.0,1
1993.0,0.0,BAHAMAS,Walkers Cay,Spearfishing,51.0,Leg bitten,0.0,17.0,1
1993.0,0.0,USA,California,Free diving & spearfishing (ascending),55.0,"No injury, swim fin bitten",0.0,14.0,1
1991.0,0.0,USA,Maryland,Diving,24.0,Minor injury by captive shark PROVOKED INCIDENT,0.0,9.0,1
1989.0,0.0,USA,Texas,Surfing,12.0,Foot & leg bitten,0.0,18.0,1
1989.0,0.0,USA,Florida,Swimming,21.0,3 wounds on left hand,0.0,14.0,1
1989.0,0.0,USA,Washington,Surfing (lying prone on his board),24.0,Forearm bitten,0.0,10.0,1
1988.0,0.0,USA,Florida,Surfing,30.0,Left leg lacerated,0.0,14.0,1
1987.0,0.0,USA,Florida,Surfing,27.0,Right foot & ankle lacerated,0.0,9.0,1
1987.0,0.0,USA,Texas,Wading,16.0,Puncture wounds to right foot,0.0,14.0,1
1986.0,1.0,USA,Florida,,24.0,Human hand recovered from 1.5 m [5'] blacktip shark's stomach,0.0,14.0,1
1986.0,0.0,AUSTRALIA,New South Wales,Scuba diving,24.0,Survived,0.0,14.0,1
1985.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,21.0,Probable drowning / scavenging,0.0,14.0,1
1984.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,24.0,"No injury, shark hit swim fin",0.0,14.0,1
1984.0,1.0,SOUTH AFRICA,Eastern Cape Province,Rowing,24.0,"No injury to occupant, shark seized oar and disappeared with it.",0.0,14.0,1
1983.0,0.0,USA,Florida,Surfing,16.0,Puncture marks in leg & surfboard dinged,0.0,14.0,1
1983.0,0.0,BAHAMAS,Abaco Islands,Spearfishing,15.0,FATAL,1.0,16.0,1
1983.0,0.0,USA,Florida,Surfing,24.0,No details,0.0,14.0,1
1983.0,1.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,FATAL,0.0,14.0,1
1982.0,0.0,USA,Florida,Swimming,19.0,Laceration to left leg,0.0,14.0,1
1982.0,0.0,USA,South Carolina,Swimming,20.0,Left arm bitten,0.0,16.0,1
1981.0,0.0,AUSTRALIA,Queensland,,24.0,Abdomen lacerated,0.0,14.0,1
1981.0,0.0,USA,Florida,Free diving,32.0,Massive tissue damage of left arm,0.0,14.0,1
1981.0,1.0,BERMUDA,,Foundering of the Israeli freighter Mezada,24.0,Next day 2 bodies recovered from sharks,0.0,14.0,1
1980.0,0.0,AUSTRALIA,Western Australia,Swimming,24.0,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",0.0,14.0,1
1978.0,1.0,USA,South Carolina,"Explosion destroyed 28' boat, survivors in the water",39.0,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",0.0,14.0,1
1974.0,1.0,USA,Florida,Adrift after the sinking of the motor yacht Princess Dianne,10.0,Arm bitten FATAL,1.0,14.0,1
1973.0,0.0,AUSTRALIA,Western Australia,,24.0,Survived,0.0,14.0,1
1972.0,0.0,PACIFIC OCEAN,,Fishing,33.0,Arm bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1969.0,0.0,DOMINICAN REPUBLIC,,Surfing,18.0,,0.0,16.0,1
1969.0,0.0,AUSTRALIA,Victoria,,24.0,Minor injury,0.0,14.0,1
1968.0,1.0,PHILIPPINES,Moro Gulf,Sinking of the ferryboat Dumaguete,24.0,Survived,0.0,14.0,1
1968.0,0.0,FRENCH POLYNESIA,Society Islands,Swimming,12.0,Finger severed,0.0,14.0,1
1968.0,0.0,USA,Florida,Surfing,20.0,Foot lacerated,0.0,15.0,1
1967.0,1.0,SOUTH AFRICA,Western Cape Province,Fishing for rock lobster,24.0,"Holed & sank boat, 1 man flung into water but ignored by the shark",0.0,14.0,1
1966.0,0.0,PAPUA NEW GUINEA,New Ireland Province,Swimming,13.0,FATAL,1.0,9.0,1
1966.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Netting sharks,24.0,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water",0.0,14.0,1
1965.0,0.0,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Spearfishing,24.0,Minor injury,0.0,14.0,1
1965.0,0.0,USA,Florida,,49.0,"Thighs abraded, puncture wounds in dorsal surface of left hand",0.0,15.0,1
1965.0,0.0,USA,California,Surfing,24.0,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,0.0,14.0,1
1964.0,0.0,MEXICO,Guerrero,Floating on his back in an inner tube,19.0,Right thigh bitten,0.0,14.0,1
1964.0,0.0,PAPUA NEW GUINEA,Madang Province,Fishing,24.0,FATAL,1.0,14.0,1
1964.0,1.0,SOUTH AFRICA,Western Cape Province,Shark watching,24.0,"No injury to occupants, shark holed  boat",0.0,11.0,1
1964.0,0.0,USA,California,Spearfishing / Scuba diving (at surface),21.0,Leg & thigh bitten,0.0,12.0,1
1964.0,0.0,FIJI,"Lomaloma, Lau",Swimming,20.0,Deep lacerations to her right thigh,0.0,15.0,1
1963.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,24.0,"Lower leg bitten & foot severed, leg surgically amputated below knee",0.0,15.0,1
1962.0,0.0,NEW ZEALAND,North Island,Spearfishing,44.0,Shark struck him on shoulder injuring skin under suit,0.0,12.0,1
1961.0,0.0,ITALY,Adriatic Sea,Spearfishing,21.0,Foot bitten,0.0,14.0,1
1961.0,0.0,AUSTRALIA,New South Wales,"Checking fish traps, fell into the water",40.0,Tiny cuts & bruises on neck,0.0,22.0,1
1960.0,1.0,USA,California,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",24.0,"Legs & arms bitten, coroner unable to determine if injuries occurred before death.",0.0,14.0,1
1960.0,0.0,AUSTRALIA,Tasmania,"Wading, fishing for flounder",24.0,"No injury, Robertson knocked over & Hasler brushed by a shark",0.0,22.0,1
1959.0,1.0,USA,California,,21.0,No injury to occupant,0.0,14.0,1
1959.0,0.0,MEXICO,Guyamas,Swimming ashore from capsized boat,24.0,FATAL,1.0,14.0,1
1959.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Treading water,14.0,Leg severed below knee,0.0,14.0,1
1959.0,0.0,AUSTRALIA,Queensland,"Surfing, but treading water",17.0,Right foot & toe bitten,0.0,9.0,1
1958.0,0.0,BAHAMAS,Abaco Islands,"Spearfishing, had fish on his spear",36.0,"No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun",0.0,12.0,1
1958.0,0.0,USA,Florida,"Swimming, towing the shark",24.0,Thigh bitten PROVOKED INCIDENT,0.0,14.0,1
1958.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,24.0,Injuries not caused by sharks,0.0,14.0,1
1958.0,0.0,TONGA,Vava'u,Spearfishing,24.0,Calf avulsed by shark he was holding by the tail PROVOKED INCIDENT,0.0,14.0,1
1957.0,0.0,AUSTRALIA,Western Australia,,24.0,Man landed at Cape Levêque lighthouse in critical condition after being bitten by a shark. Not known if he survived.,0.0,14.0,1
1957.0,0.0,FIJI,Kadavu,Fishing,30.0,Right foot lacerated,0.0,14.0,1
1956.0,0.0,MAYOTTE,Mozambique Channel,Fishing,24.0,FATAL,1.0,14.0,1
1955.0,1.0,AUSTRALIA,Tasmania,Ocean racing,24.0,"No injury to occupants, shark gouged hull",0.0,14.0,1
1955.0,0.0,AUSTRALIA,New South Wales,Swimming,25.0,"FATAL, legs bitten",1.0,14.0,1
1954.0,1.0,ITALY,Venice Province,Fishing trawler Flavio Gioia,24.0,No injury to occupants. Shark tore nets & trawl and struck boat repeatedly,0.0,22.0,1
1954.0,0.0,MEXICO,Baja California,Free diving,24.0,FATAL,1.0,14.0,1
1953.0,0.0,AUSTRALIA,New South Wales,Spearfishing,25.0,"Shark tore off face mask, diver’s face, nose & chin lacerated",0.0,18.0,1
1951.0,0.0,COLUMBIA,Caribbean Sea,Bathing,24.0,FATAL,1.0,14.0,1
1949.0,0.0,AUSTRALIA,Tasmania,Swimming near shore,18.0,Hip lacerated,0.0,16.0,1
1949.0,0.0,PAPUA NEW GUINEA,New Ireland Province,,24.0,Hand & shoulder bitten,0.0,14.0,1
1947.0,0.0,AUSTRALIA,New South Wales,Swimming,12.0,"FATAL, leg severed at knee",1.0,16.0,1
1945.0,0.0,PANAMA,Colon Province,Bathing with her mother,24.0,Foot bitten,0.0,14.0,1
1944.0,1.0,PHILIPPINES,300 miles east of Luzon,Swimming near life raft,19.0,Arm bitten,0.0,14.0,1
1944.0,0.0,SOUTH AFRICA,Western Cape Province,Treading water,24.0,Foot & ankle lacerated,0.0,14.0,1
1942.0,1.0,SOLOMON ISLANDS,,,24.0,FATAL,1.0,14.0,1
1942.0,0.0,AUSTRALIA,New South Wales,Swimming,28.0,"FATAL, bitten in two",1.0,15.0,1
1938.0,0.0,IRAQ,Basrah City,"Swimming, naked",24.0,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",0.0,15.0,1
1937.0,0.0,AUSTRALIA,New South Wales,Swimming near jetty,16.0,Tooth imprints on torso,0.0,14.0,1
1937.0,0.0,USA,Texas,Swimming,14.0,FATAL,1.0,22.0,1
1936.0,1.0,AUSTRALIA,Northern Territory,Rowing,24.0,"No injury to occupants, shark almost wrenched oar from aborigine",0.0,14.0,1
1936.0,0.0,AUSTRALIA,New South Wales,Paddleskiing,24.0,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",0.0,14.0,1
1934.0,1.0,ITALY,Sicily,Fishing on a boat,24.0,No injury to occupants,0.0,14.0,1
1933.0,0.0,USA,California,"Fishing, caught a 15' shark & took it onboard",24.0,Severely lacerated arm PROVOKED INCIDENT,0.0,14.0,1
1932.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,"Torso bitten with pneumothorax, slight lacerations on left hand",0.0,11.0,1
1930.0,0.0,USA,Florida,Swimming,24.0,Lacerations to foot & ankle,0.0,6.0,-1
1930.0,0.0,SOUTH AFRICA,Eastern Cape Province,Swimming,24.0,FATAL,1.0,14.0,1
1929.0,0.0,AUSTRALIA,New South Wales,Body surfing,14.0,"FATAL, right thigh & hip bitten",1.0,18.0,1
1928.0,0.0,AUSTRALIA,Queensland,,24.0,Hip bitten,0.0,14.0,1
1928.0,0.0,SOUTH AFRICA,Eastern Cape Province,,24.0,Leg lacerated,0.0,14.0,1
1927.0,0.0,FIJI,,"Standing, collecting bananas",24.0,Leg bitten. He survived,0.0,14.0,1
1925.0,1.0,AUSTRALIA,Western Australia,,24.0,Human arm found in shark,0.0,14.0,1
1925.0,0.0,USA,Puerto Rico,,24.0,"Right arm nearly severed at shoulder, left wrist lacerated",0.0,14.0,1
1923.0,0.0,AUSTRALIA,New South Wales,"Fishing, standing in waist-deep water",24.0,"FATAL, disappeared, thought to have been taken by a shark",1.0,14.0,1
1923.0,1.0,CUBA,Caribbean Sea,seaplane Columbus ditched in the sea,24.0,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",0.0,14.0,1
1917.0,0.0,USA,Hawaii,Stuffing a shark into an automobile,24.0,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,0.0,14.0,1
1915.0,0.0,AUSTRALIA,Queensland,Swimming,24.0,Foot bitten,0.0,14.0,1
1912.0,0.0,USA,South Carolina,Swimming,24.0,Toes severed,0.0,15.0,1
1911.0,0.0,USA,Texas,Jumped overboard to rescue companion,24.0,FATAL,1.0,9.0,1
1910.0,1.0,AUSTRALIA,Western Australia,Shipwrecked pearling schooner,24.0,FATAL,1.0,14.0,1
1908.0,0.0,USA,California,On fishing boat & trailing hand in the water,24.0,Lacerations to fingers,0.0,14.0,1
1908.0,1.0,USA,Florida,,24.0,"FATAL, but shark involvement prior to death was not confirmed",0.0,14.0,1
1907.0,0.0,CHINA,Hong Kong,Fishing,24.0,"3 of thel 5 were injured, one of whom lost both hands",0.0,14.0,1
1904.0,0.0,PHILIPPINES,Luzon Island,Bathing alongside US Naval ship,24.0,Foot bitten,0.0,14.0,1
1901.0,0.0,PHILIPPINES,Zamboanga del Sur Province,Taking catch from a fish weir in which the shark was snared,24.0,Right thigh bitten,0.0,14.0,1
1901.0,0.0,SOUTH AFRICA,Western Cape Province,Swimming,29.0,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",1.0,14.0,1
1900.0,1.0,USA,Hawaii,Hunting seashells,24.0,"Believed drowned. Uhlbrecht’s foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",0.0,14.0,1
1899.0,0.0,LIBYA,Mediterranean Sea,Sponge diving,24.0,FATAL,1.0,14.0,1
1899.0,0.0,EGYPT,Mediterranean Sea,Bathing,19.0,"Forearm, wrist & hand bitten",0.0,9.0,-1
1895.0,0.0,SOUTH AFRICA,Eastern Cape Province,Crossing the river,28.0,"FATAL, right arm lacerated",1.0,12.0,-1
1895.0,0.0,AUSTRALIA,New South Wales,Swimming,14.0,FATAL,1.0,14.0,-1
1893.0,0.0,NIGERIA,Bayelsa State,A barque wrecked,24.0,FATAL,1.0,14.0,1
1891.0,0.0,NEW ZEALAND,North Island,"Swimming, after boat swamped",24.0,Hand bitten,0.0,14.0,1
1883.0,1.0,USA,South Carolina,,24.0,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",0.0,14.0,1
1883.0,0.0,USA,South Carolina,,24.0,FATAL,1.0,14.0,1
1882.0,0.0,USA,Florida,During an exhibition he was tied in sack & thrown overboard,24.0,"No injury, sack rammed by shark & shark  harassed him when he surfaced",0.0,14.0,1
1881.0,0.0,,Western Banks,"Floating, holding onto an oar after dory capsized",20.0,FATAL,1.0,14.0,-1
1880.0,0.0,MOZAMBIQUE,,Swimming to retrieve a flannel,24.0,Legs severed FATAL,1.0,11.0,-1
1880.0,0.0,INDIA,West Bengal,Bathing in river,24.0,"FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later",1.0,12.0,-1
1880.0,0.0,INDIA,West Bengal,Bathing,11.0,"FATAL, right leg severed at mid-thigh, femur severed",1.0,10.0,-1
1875.0,1.0,AUSTRALIA,Queensland,Bathing,24.0,Forehead bitten,0.0,14.0,1
1874.0,0.0,USA,New York,Bathing,24.0,Lacerations to groin,0.0,15.0,-1
1869.0,0.0,AUSTRALIA,South Australia,Net fishing,24.0,Foot bitten,0.0,14.0,1
1862.0,0.0,JAPAN,Bonin Islands,Boat of a Hawaiian brig was stove in by  whale,24.0,FATAL,1.0,14.0,1
1853.0,0.0,GREECE,Corfu,Swimming,24.0,Leg severed at knee,0.0,14.0,-1
1852.0,1.0,AUSTRALIA,New South Wales,Swimming,24.0,Shark involvement prior to death was not confirmed,0.0,14.0,-1
1852.0,0.0,AUSTRALIA,New South Wales,Fell overboard,24.0,FATAL,1.0,14.0,-1
1852.0,1.0,SOUTH AFRICA,Western Cape Province,Wreck of the steamship Birkenhead,24.0,"FATAL. All of the women & children on board survived, but many of the 445 men that perished were taken by sharks",1.0,1.0,-1
1847.0,0.0,GREECE,Corfu,Swimming,19.0,FATAL,1.0,14.0,-1
1801.0,0.0,,,Standing on landed shark's tail,24.0,"FATAL, PROVOKED INCIDENT",1.0,14.0,-1
2023.0,0.0,USA,Hawaii,Kayak fishing,24.0,"Shark bit kaysak, no inury to occupant",0.0,14.0,1
2022.0,0.0,USA,California,Surfing,24.0,Minor inury from shark's fin,0.0,17.0,1
2022.0,0.0,JAPAN,Okinawa,Snorkeling,60.0,FATAL,1.0,14.0,1
2022.0,0.0,USA,Florida,Fishing,24.0,Knee bitten                    PROVOKED INCIDENT,0.0,9.0,1
2022.0,0.0,COLUMBIA,Isla De San Andres,Swimming,56.0,FATAL,1.0,14.0,1
2022.0,0.0,AUSTRALIA,New South Wales,Surfing,32.0,Lacerations and punctures to leg and foot,0.0,15.0,1
2022.0,0.0,USA,Florida,Surfing,18.0,Puncture wounds to foot,0.0,17.0,1
2020.0,0.0,USA,Hawaii,Surfing,56.0,FATAL,1.0,7.0,1
2020.0,0.0,USA,South Carolina,Surfing,12.0,Injury to right foot and ankle,0.0,11.0,1
2020.0,0.0,USA,Florida,Surfing,22.0,Lacerations to foot,0.0,17.0,1
2020.0,0.0,AUSTRALIA,Victoria,Surfing,24.0,Leg injured,0.0,16.0,1
2019.0,0.0,ISRAEL,,Snorkeling,24.0,"No injury, swim fin bitten",0.0,14.0,1
2019.0,0.0,USA,Florida,Surfing,18.0,3 lacerations to left hand,0.0,13.0,1
2019.0,0.0,NEW CALEDONIA,Noumea,Swimming,10.0,Leg severed,0.0,16.0,1
2019.0,0.0,USA,Florida,Surfing,46.0,Lacerations to foot,0.0,16.0,1
2018.0,0.0,USA,North Carolina,Surfing,14.0,Injury to right lower leg,0.0,10.0,1
2018.0,0.0,USA,Texas,Spearfishing,42.0,Laceration to right leg above the knee,0.0,10.0,1
2018.0,0.0,USA,Florida,Surfing,14.0,Minor injury to foot,0.0,11.0,1
2018.0,0.0,AUSTRALIA,Westerm Australia,Feeding sharks,34.0,Shallow lacerations to finger PROVOKED INCIDENT,0.0,14.0,1
2018.0,0.0,AUSTRALIA,Western Australia,Surfing,37.0,Lacerations to legs,0.0,8.0,1
2017.0,0.0,AUSTRALIA,New South Wales,Surfing,35.0,Minor lacerations to right hip,0.0,6.0,-1
2017.0,0.0,SOUTH AFRICA,Western Cape Province,"Swimming, poaching abalone",24.0,FATAL,1.0,9.0,1
